PERIODO	COLE_COD_DANE	COLE_INST_NOMBRE	COLE_CODMPIO_COLEGIO	COLE_MPIO_MUNICIPIO	COLE_COD_DEPTO	COLE_DEPTO_COLEGIO	COLE_NATURALEZA	COLE_GRADO	COLE_CALENDARIO_COLEGIO	COLE_GENEROPOBLACION	MATRICULADOS_ULTIMOS_3	EVALUADOS_ULTIMOS_3	INDICE_MATEMATICAS	INDICE_C_NATURALES	INDICE_SOCIALES_CIUDADANAS	INDICE_LECTURA_CRITICA	INDICE_INGLES	INDICE_TOTAL	COLE_CATEGORIA
20182	219100002932	INST EDUC AGROP JOSE DOLORES DAZA	19100	BOLÍVAR	19	CAUCA	OFICIAL	11	A	MI	134	132	0,6034	0,6107	0,5912	0,6227	0,6066	0,6069	D
20182	170713013601	INST EDUC TEC AGRO SAN ONOFRE DE TOROBE	70713	SAN ONOFRE	70	SUCRE	OFICIAL	11	A	MI	255	251	0,5581	0,5779	0,5521	0,6055	0,5628	0,5726	D
20182	376001043315	LICEO SAGRADO CORAZÓN DE JESUS	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	81	78	0,7169	0,7317	0,7085	0,7494	0,7424	0,7279	A
20182	105347000015	I. E. SAN RAFAEL	5347	HELICONIA	5	ANTIOQUIA	OFICIAL	11	A	MI	88	80	0,5949	0,6241	0,6196	0,6566	0,6221	0,6237	C
20182	252110000773	INSTITUCION EDUCATIVA SANTA MARIA	52110	BUESACO	52	NARIÑO	OFICIAL	11	A	MI	64	64	0,7904	0,7827	0,7327	0,7606	0,7405	0,7646	A
20182	105631000106	I. E.  MARIA MEDIADORA	5631	SABANETA	5	ANTIOQUIA	OFICIAL	11	A	MI	98	95	0,7509	0,7562	0,7358	0,7635	0,7558	0,7519	A
20182	268081002811	INSTITUCION EDUCATIVA AGROPECUARIO LA FORTUNA	68081	BARRANCABERMEJA	68	SANTANDER	OFICIAL	11	A	MI	78	67	0,6432	0,6928	0,66	0,7005	0,64	0,6715	B
20182	325286000953	COLEGIO SAN JUAN BOSCO	25286	FUNZA	25	CUNDINAMARCA	NO OFICIAL	11	A	MI	159	152	0,6985	0,7108	0,6926	0,7163	0,7203	0,7058	B
20182	219532000434	I.E.A. CAMILO TORRES	19532	PATÍA	19	CAUCA	OFICIAL	11	A	MI	80	78	0,5618	0,6166	0,5953	0,6192	0,5682	0,5959	D
20182	119698000250	INST EDUC CAUCA ANTES CENTRO DOCENTE URBANO DE NINAS CAUCA	19698	SANTANDER DE QUILICHAO	19	CAUCA	OFICIAL	11	A	MI	151	148	0,6989	0,7035	0,6715	0,697	0,6419	0,6888	B
20182	286320000395	IE RUR ANTONIO NARI¿O	86320	ORITO	86	PUTUMAYO	OFICIAL	11	A	MI	39	38	0,5417	0,5999	0,5383	0,6048	0,5682	0,5709	D
20182	252378000750	INSTITUCION EDUCATIVA  AGROPECUARIA MIGUEL ANGEL RANGEL	52378	LA CRUZ	52	NARIÑO	OFICIAL	11	A	MI	57	52	0,7282	0,721	0,6592	0,7062	0,6492	0,6995	B
20182	286568000472	I.E.R. NUEVA GRANADA	86568	PUERTO ASÍS	86	PUTUMAYO	OFICIAL	11	A	MI	38	37	0,5471	0,6161	0,5606	0,6017	0,5671	0,5803	D
20182	247245001555	INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO NIEBLES DE GUAYABAL	47245	EL BANCO	47	MAGDALENA	OFICIAL	11	A	MI	23	21	0,5048	0,5779	0,531	0,5781	0,5509	0,5482	D
20182	283460000361	I.E.R LA RASTRA	18460	MILÁN	18	CAQUETA	OFICIAL	11	A	MI	28	28	0,5607	0,6188	0,5402	0,6053	0,5703	0,5804	D
20182	205837005524	I.E. PUEBLO BELLO	5837	TURBO	5	ANTIOQUIA	OFICIAL	11	A	MI	91	90	0,6026	0,6238	0,6102	0,6495	0,5725	0,6177	D
20182	225178000375	INSTITUCION EDUCATIVA DEPARTAMENTAL TAPIAS	25178	CHIPAQUE	25	CUNDINAMARCA	OFICIAL	11	A	MI	68	65	0,6841	0,6724	0,6327	0,6872	0,6734	0,6694	C
20182	205837003670	I.E. VILLA MARIA	5837	TURBO	5	ANTIOQUIA	OFICIAL	11	A	MI	85	80	0,5494	0,5707	0,5779	0,6478	0,5784	0,5858	D
20182	270215000874	INST EDUC LAS PEÑAS	70215	COROZAL	70	SUCRE	OFICIAL	11	A	MI	75	75	0,6277	0,6718	0,631	0,673	0,6288	0,6492	C
20182	223686001066	INST EDU MIGUEL ANTONIO LENGUA NAVAS	23686	SAN PELAYO	23	CORDOBA	OFICIAL	11	A	MI	169	159	0,5583	0,6138	0,5834	0,6342	0,5758	0,5958	D
20182	297001002212	I.E.D. DE ACARICUARA	97001	MITÚ	97	VAUPES	OFICIAL	11	A	MI	34	31	0,4856	0,5806	0,514	0,5342	0,5952	0,5337	D
20182	219809001395	INSTITUCION EDUCATIVA AGRICOLA SANTA ROSA	19809	TIMBIQUÍ	19	CAUCA	OFICIAL	11	A	MI	52	46	0,4375	0,4752	0,4765	0,5112	0,5036	0,4773	D
20182	219001000812	I.E. POBLAZÓN	19001	POPAYÁN	19	CAUCA	OFICIAL	11	A	MI	17	16	0,6089	0,6469	0,6285	0,6673	0,5649	0,6323	C
20182	108001076294	INSTITUCION EDUCATIVA DISTRITAL EVARISTO SOURDIS	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	152	146	0,6004	0,6275	0,5915	0,6566	0,6221	0,6192	D
20182	313001013783	CONC. ESCOLAR BERNARDO FOERGEN	13001	CARTAGENA DE INDIAS	13	BOLIVAR	NO OFICIAL	11	A	MI	93	88	0,6022	0,6415	0,5759	0,6384	0,5997	0,6133	D
20182	247545000071	INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN JOSE	47545	PIJIÑO DEL CARMEN	47	MAGDALENA	OFICIAL	11	A	MI	78	74	0,5509	0,5823	0,5505	0,6034	0,561	0,571	D
20182	105001003271	INSTITUCION EDUCATIVA OCTAVIO HARRY - JACQUELINE KENNEDY	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	169	160	0,7337	0,7327	0,7252	0,7581	0,7246	0,7364	A
20182	119212000369	INSTITUCION EDUCATIVA INCODELCA	19212	CORINTO	19	CAUCA	OFICIAL	11	A	MI	199	199	0,694	0,701	0,6806	0,7067	0,6567	0,6926	B
20182	354001004758	GIMNASIO CAMPESTRE COMFAORIENTE	54874	VILLA DEL ROSARIO	54	NORTE SANTANDER	NO OFICIAL	11	A	MI	144	141	0,7394	0,7499	0,7187	0,7634	0,7734	0,7452	A
20182	219780000246	INSTITUCION EDUCATIVA SANTA MARTA (ANTES CENTRO EDUCATIVO SANTA MARTA)	19780	SUÁREZ	19	CAUCA	OFICIAL	11	A	MI	27	24	0,5198	0,6338	0,6115	0,6239	0,6071	0,598	D
20182	108001009538	INSTITUCION EDUCATIVA DISTRITAL ESTER FORERO	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	82	82	0,5669	0,6131	0,5815	0,6428	0,6016	0,6011	D
20182	168444000285	COLEGIO INTEGRADO LAS MERCEDES	68444	MATANZA	68	SANTANDER	OFICIAL	11	A	MI	92	91	0,6893	0,6964	0,6662	0,7101	0,6573	0,688	B
20182	168444000285	COLEGIO INTEGRADO LAS MERCEDES	68444	MATANZA	68	SANTANDER	OFICIAL	26	A	MI	31	26	0,5443	0,5645	0,5442	0,5991	0,5695	0,5635	D
20182	252051000560	INSTITUCION EDUCATIVA SAN PEDRO DE CARTAGO	52694	SAN PEDRO DE CARTAGO	52	NARIÑO	OFICIAL	11	A	MI	148	145	0,7059	0,7038	0,6509	0,7016	0,6349	0,6862	B
20182	376001034090	COLEGIO COMPARTIR	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	764	750	0,7106	0,7147	0,708	0,7432	0,6735	0,7156	B
20182	225718000175	INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SAN BERNARDO	25718	SASAIMA	25	CUNDINAMARCA	OFICIAL	11	A	MI	87	81	0,673	0,6839	0,6411	0,6977	0,611	0,6691	C
20182	268547000296	I.E. FALTRIQUERA	68547	PIEDECUESTA	68	SANTANDER	OFICIAL	11	A	MI	73	68	0,6879	0,725	0,6587	0,7056	0,6854	0,6936	B
20182	170429000001	I.E. NORMAL SUPERIOR DE LA MOJANA	70429	MAJAGUAL	70	SUCRE	OFICIAL	11	A	MI	272	255	0,5809	0,5937	0,5882	0,6489	0,5697	0,6004	D
20182	219142000336	I.E. COMERCIAL EL PALO	19142	CALOTO	19	CAUCA	OFICIAL	11	A	MI	149	148	0,605	0,6366	0,5936	0,6469	0,5822	0,6176	D
20182	376001031431	COLEGIO COMERCIAL NUEVA ERA VALLEGRANDE	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	86	78	0,6583	0,6741	0,6687	0,7075	0,6702	0,6766	B
20182	250226000361	IE SAN ISIDRO DE VERACRUZ	50226	CUMARAL	50	META	OFICIAL	11	A	MI	53	51	0,6553	0,687	0,668	0,6879	0,6482	0,6725	B
20182	219397002022	INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA	19397	LA VEGA	19	CAUCA	OFICIAL	11	A	MI	49	46	0,5625	0,5879	0,5498	0,5908	0,57	0,5725	D
20182	219824000982	INSTITUCION EDUCATIVA AGROINDUSTRIAL VICTOR MANUEL CHAUX VILLAMIL	19824	TOTORÓ	19	CAUCA	OFICIAL	11	A	MI	52	51	0,6091	0,6517	0,6366	0,6608	0,6622	0,6413	C
20182	144874000347	INSTITUCION EDUCATIVA ROQUE DE ALBA	44874	VILLANUEVA	44	LA GUAJIRA	OFICIAL	11	A	MI	351	340	0,6668	0,6806	0,6291	0,6937	0,6309	0,6647	C
20182	241797000474	IE PACARNI	41797	TESALIA	41	HUILA	OFICIAL	11	A	MI	109	106	0,6645	0,6786	0,6264	0,6844	0,6412	0,6617	C
20182	227075000043	IE DEL VALLE	27075	BAHÍA SOLANO	27	CHOCO	OFICIAL	11	A	MI	31	29	0,4693	0,5161	0,4657	0,5522	0,5275	0,5029	D
20182	288001000431	FLOWERS HILL BILINGUAL SCHOOL	88001	SAN ANDRÉS	88	SAN ANDRES	OFICIAL	11	A	MI	122	117	0,5916	0,6111	0,6035	0,6728	0,7396	0,6289	C
20182	108001003262	INSTITUCION EDUCATIVA DISTRITAL HILDA MUÑOZ	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	91	86	0,7033	0,724	0,7034	0,7302	0,73	0,7164	B
20182	388001000649	COLEGIO CAJASAI	88001	SAN ANDRÉS	88	SAN ANDRES	NO OFICIAL	11	A	MI	123	106	0,6304	0,6426	0,6534	0,707	0,7039	0,6619	C
20182	173055000893	INSTITUCION EDUCATIVA FE Y ALEGRIA	73055	ARMERO	73	TOLIMA	OFICIAL	11	A	MI	47	42	0,6144	0,6656	0,613	0,6604	0,6194	0,6369	C
20182	254720001677	INSTITUCION EDUCATIVA SAN LUIS BELTRAN	54720	SARDINATA	54	NORTE SANTANDER	OFICIAL	11	A	M	21	20	0,5802	0,601	0,5681	0,6238	0,6397	0,5968	D
20182	185001003534	INST TEC EMPRESARIAL	85001	YOPAL	85	CASANARE	OFICIAL	11	A	MI	791	785	0,7562	0,7331	0,7113	0,7445	0,7098	0,7342	A
20182	152699000641	INSTITUCION EDUCATIVA SAN JUAN BAUTISTA	52699	SANTACRUZ	52	NARIÑO	OFICIAL	11	A	MI	122	121	0,7038	0,7214	0,7026	0,7249	0,6582	0,7089	B
20182	270771011516	INST EDUC JOSE MARIA CORDOBA	70771	SUCRE	70	SUCRE	OFICIAL	11	A	MI	88	84	0,6043	0,614	0,5683	0,6069	0,5416	0,594	D
20182	173001010109	I.E. SAN JOSÉ	73001	IBAGUÉ	73	TOLIMA	OFICIAL	11	A	MI	294	287	0,6763	0,6833	0,6666	0,705	0,6674	0,6816	B
20182	205154002015	I. E. LICEO CONCEJO MUNICIPAL	5154	CAUCASIA	5	ANTIOQUIA	OFICIAL	11	A	MI	140	138	0,7328	0,7038	0,6707	0,7414	0,6753	0,7093	B
20182	115332000294	I.E. NORMAL SUPERIOR NTRA SRA DEL ROSARIO	15332	GÜICÁN DE LA SIERRA	15	BOYACA	OFICIAL	11	A	MI	127	125	0,6976	0,7021	0,6633	0,6969	0,6807	0,6893	B
20182	325260000591	GIMN MODERNO LOS ANDES	25260	EL ROSAL	25	CUNDINAMARCA	NO OFICIAL	11	A	MI	52	50	0,7056	0,7091	0,6756	0,7146	0,7197	0,7026	B
20182	219256000662	I.E. AGROINDUSTRIAL DE QUILCACE	19256	EL TAMBO	19	CAUCA	OFICIAL	11	A	MI	37	37	0,6092	0,6643	0,6408	0,6298	0,7474	0,6446	C
20182	113001028483	INSTITUCION EDUCATIVA CASD MANUELA BELTRAN	13001	CARTAGENA DE INDIAS	13	BOLIVAR	OFICIAL	11	A	MI	185	174	0,6439	0,6641	0,609	0,67	0,6296	0,6454	C
20182	170001001461	INSTITUCION EDUCATIVA SAN ANTONIO CLUB DE LEONES	70001	SINCELEJO	70	SUCRE	OFICIAL	11	A	MI	109	107	0,6314	0,6602	0,6334	0,6831	0,6432	0,6513	C
20182	225799000034	INSTITUCION EDUCATIVA DEPARTAMENTAL CARRASQUILLA	25799	TENJO	25	CUNDINAMARCA	OFICIAL	11	A	MI	74	70	0,6917	0,7151	0,6918	0,7153	0,6836	0,7019	B
20182	123001000483	INSTITUCION EDUCATIVA LA INMACULADA	23001	MONTERÍA	23	CORDOBA	OFICIAL	11	A	MI	322	319	0,7655	0,7724	0,7303	0,7689	0,7399	0,7578	A
20182	285001000521	IE POLICARPA SALAVARRIETA	85001	YOPAL	85	CASANARE	OFICIAL	11	A	MI	104	101	0,6768	0,6906	0,6499	0,6693	0,6438	0,6695	C
20182	117001005256	INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI	17001	MANIZALES	17	CALDAS	OFICIAL	11	A	MI	132	129	0,6434	0,6614	0,6335	0,6689	0,62	0,6494	C
20182	117001005256	INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI	17001	MANIZALES	17	CALDAS	OFICIAL	26	A	MI	252	222	0,5172	0,5739	0,5538	0,5924	0,5544	0,5589	D
20182	268547000229	COLEGIO  NUESTRO  SE¿OR DE LA BUENA ESPERANZA	68547	PIEDECUESTA	68	SANTANDER	OFICIAL	11	A	MI	76	73	0,7292	0,7298	0,698	0,7476	0,7557	0,7284	A
20182	244090000124	INSTITUCION EDUCATIVA RURAL MIGUEL PINEDO BARROS	44090	DIBULLA	44	LA GUAJIRA	OFICIAL	11	A	MI	126	116	0,557	0,6084	0,5559	0,6317	0,5717	0,587	D
20182	144874000452	INSTITUCION EDUCATIVA LOS FUNDADORES	44874	VILLANUEVA	44	LA GUAJIRA	OFICIAL	11	A	MI	54	51	0,6202	0,6323	0,5778	0,6294	0,576	0,6119	D
20182	223574000385	INSTITUCION EDUCATIVA SANTA ISABEL	23574	PUERTO ESCONDIDO	23	CORDOBA	OFICIAL	11	A	MI	102	95	0,487	0,5389	0,5089	0,5726	0,5394	0,5278	D
20182	247660000181	INSTITUCION ETNOEDUCATIVA DEPARTAMENTAL ETTE ENNAKA	47660	SABANAS DE SAN ÁNGEL	47	MAGDALENA	OFICIAL	11	A	MI	17	15	0,483	0,5135	0,5235	0,5304	0,501	0,5117	D
20182	220175001620	I.E. PALMAR CAÑO HONDO	20175	CHIMICHAGUA	20	CESAR	OFICIAL	11	A	MI	94	88	0,5523	0,5677	0,545	0,5907	0,5587	0,5635	D
20182	252838000079	INSTITUCION EDUCATIVA COLEGIO MUNICIPAL DE OLAYA	52838	TÚQUERRES	52	NARIÑO	OFICIAL	11	A	MI	18	17	0,6311	0,6486	0,5869	0,6538	0,6207	0,6294	C
20182	220175000011	I. E. BET-EL	20175	CHIMICHAGUA	20	CESAR	OFICIAL	11	A	MI	30	29	0,577	0,6301	0,5838	0,6437	0,5489	0,6041	D
20182	125175000051	I.E. LAURA VICUÑA	25175	CHÍA	25	CUNDINAMARCA	OFICIAL	11	A	MI	211	206	0,7405	0,7318	0,7161	0,7458	0,7373	0,7338	A
20182	223001001441	INSTITUCION EDUCATIVA LETICIA	23001	MONTERÍA	23	CORDOBA	OFICIAL	11	A	MI	99	97	0,6215	0,648	0,6139	0,6628	0,6106	0,6346	C
20182	252001000275	I.E.M. NUESTRA SEÑORA DE LA VISITACION	52001	PASTO	52	NARIÑO	OFICIAL	11	A	MI	60	59	0,6521	0,6714	0,648	0,6893	0,6292	0,6625	C
20182	108433075779	I.E. NUESTRA SEÑORA DE LA CANDELARIA	8433	MALAMBO	8	ATLANTICO	OFICIAL	11	A	MI	153	150	0,6466	0,652	0,6261	0,6814	0,6461	0,6511	C
20182	205147000350	I. E. R. PIEDRAS BLANCAS	5147	CAREPA	5	ANTIOQUIA	OFICIAL	11	A	MI	58	58	0,5612	0,5826	0,585	0,6422	0,5976	0,5931	D
20182	219743000147	I.E. QUICHAYA	19743	SILVIA	19	CAUCA	OFICIAL	11	A	MI	44	42	0,4848	0,5504	0,4984	0,5527	0,5493	0,5237	D
20182	219780001218	I.E. ASNAZU	19780	SUÁREZ	19	CAUCA	OFICIAL	11	A	MI	158	151	0,5346	0,5628	0,5337	0,5845	0,5444	0,5532	D
20182	123068000011	IE LA INMACULADA	23068	AYAPEL	23	CORDOBA	OFICIAL	11	A	MI	234	212	0,5971	0,6187	0,5945	0,6514	0,6002	0,6143	D
20182	108001002282	INSTITUCION EDUCATIVA DISTRITAL BETANIA NORTE	8001	BARRANQUILLA	8	ATLANTICO	OFICIAL	11	A	MI	199	195	0,797	0,795	0,788	0,8103	0,8357	0,8005	A+
20182	223466002312	IE SAN FCO DEL RAYO	23466	MONTELÍBANO	23	CORDOBA	OFICIAL	11	A	MI	64	63	0,5886	0,6569	0,6014	0,6415	0,5858	0,6193	D
20182	105631000084	I. E. JOSE FELIX DE RESTREPO VELEZ	5631	SABANETA	5	ANTIOQUIA	OFICIAL	11	A	MI	248	244	0,7473	0,7491	0,7392	0,7656	0,7228	0,7482	A
20182	376001021109	LICEO CAÑAVERAL DE OCCIDENTE	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	35	34	0,7412	0,7599	0,7456	0,7645	0,7375	0,7516	A
20182	105001026131	I.E. EL PINAL	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	173	159	0,6413	0,6642	0,6608	0,7077	0,6733	0,6689	C
20182	113673000028	INSTITUCI¿N EDUCATIVA T¿CNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR	13673	SANTA CATALINA	13	BOLIVAR	OFICIAL	11	A	MI	207	204	0,6264	0,6225	0,6045	0,6743	0,6045	0,6298	C
20182	254398000724	INST EDUCATIVA COL INTEGRADO GILBERTO CLARO LOZANO	54398	LA PLAYA	54	NORTE SANTANDER	OFICIAL	11	A	MI	74	72	0,6076	0,6629	0,6141	0,6397	0,6051	0,629	C
20182	117541000652	INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION	17541	PENSILVANIA	17	CALDAS	OFICIAL	11	A	MI	184	177	0,6821	0,6981	0,6819	0,731	0,6884	0,6975	B
20182	173001002211	INST EDUC SANTIAGO VILLA ESCOBAR	73001	IBAGUÉ	73	TOLIMA	OFICIAL	11	A	MI	191	186	0,6914	0,7043	0,6703	0,7216	0,6896	0,6963	B
20182	268615002359	COLEGIO  LLANO DE PALMAS	68615	RIONEGRO	68	SANTANDER	OFICIAL	11	A	MI	67	65	0,7048	0,7264	0,6647	0,7105	0,6473	0,6974	B
20182	218610001098	I.E.R. DIVINO NIÑO	18610	SAN JOSÉ DEL FRAGUA	18	CAQUETA	OFICIAL	11	A	MI	39	36	0,5511	0,592	0,5577	0,5975	0,5558	0,5731	D
20182	452215000441	INSTITUCION EDUCATIVA NUESTRA SRA. DE FATIMA	52215	CÓRDOBA	52	NARIÑO	OFICIAL	11	A	MI	34	34	0,6643	0,6696	0,6002	0,6526	0,6443	0,6465	C
20182	108758077905	INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN ANTONIO DE PADUA	8758	SOLEDAD	8	ATLANTICO	OFICIAL	11	A	MI	440	387	0,6095	0,6305	0,5954	0,654	0,6015	0,6207	C
20182	205120000081	I. E. GUARUMO	5120	CÁCERES	5	ANTIOQUIA	OFICIAL	11	A	MI	96	87	0,682	0,7114	0,6663	0,6931	0,6315	0,6838	B
20182	213244000359	I.E. EL HOBO	13244	EL CARMEN DE BOLÍVAR	13	BOLIVAR	OFICIAL	11	A	MI	95	90	0,58	0,6192	0,5949	0,6391	0,5713	0,6055	D
20182	315516000016	I.E. EL ROSARIO	15516	PAIPA	15	BOYACA	OFICIAL	11	A	MI	236	234	0,8397	0,8229	0,7954	0,8099	0,8069	0,8162	A+
20182	247745000181	INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL PALERMO	47745	SITIONUEVO	47	MAGDALENA	OFICIAL	11	A	MI	98	94	0,649	0,6507	0,6376	0,6898	0,6745	0,6581	C
20182	308758002858	CENTRO EDUCATIVO ILSE MARIA	8758	SOLEDAD	8	ATLANTICO	NO OFICIAL	11	A	MI	29	26	0,6495	0,6976	0,6753	0,7132	0,6627	0,6823	B
20182	217541000649	INSTITUCION EDUCATIVA PABLO VI	17541	PENSILVANIA	17	CALDAS	OFICIAL	11	A	MI	51	49	0,6184	0,6688	0,6668	0,6965	0,6499	0,6617	C
20182	205615000427	I. E. GILBERTO ECHEVERRY MEJIA	5615	RIONEGRO	5	ANTIOQUIA	OFICIAL	11	A	MI	155	150	0,6912	0,7037	0,6775	0,724	0,7225	0,7009	B
20182	205873000369	I.E. EMBERA ATRATO MEDIO	5873	VIGÍA DEL FUERTE	5	ANTIOQUIA	OFICIAL	11	A	MI	59	53	0,414	0,4584	0,4451	0,4897	0,5044	0,4559	D
20182	219130000381	I.E. LA MESETA	19130	CAJIBÍO	19	CAUCA	OFICIAL	11	A	MI	52	52	0,6217	0,6573	0,6328	0,6611	0,6333	0,6425	C
20182	205361000197	I. E. JESUS MARIA VALLE JARAMILLO	5361	ITUANGO	5	ANTIOQUIA	OFICIAL	11	A	MI	34	34	0,5598	0,6039	0,5673	0,6329	0,5944	0,5912	D
20182	313052000376	LICEO PATERNINA	13052	ARJONA	13	BOLIVAR	NO OFICIAL	11	A	MI	70	70	0,8126	0,8081	0,8189	0,8241	0,786	0,8136	A+
20182	127660000658	IE SAN JOSE	27660	SAN JOSÉ DEL PALMAR	27	CHOCO	OFICIAL	11	A	MI	57	56	0,6888	0,657	0,6673	0,719	0,6067	0,6771	B
20182	117001003822	INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA	17001	MANIZALES	17	CALDAS	OFICIAL	11	A	MI	428	417	0,7605	0,7671	0,7456	0,7772	0,7528	0,7618	A
20182	115407000015	I.E. TEC IND ANTONIO RICAURTE	15407	VILLA DE LEYVA	15	BOYACA	OFICIAL	11	A	MI	247	234	0,673	0,6792	0,614	0,6567	0,6309	0,6538	C
20182	376001022148	LICEO NUEVA FLORESTA	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	29	28	0,6413	0,6495	0,6274	0,7173	0,6775	0,6603	C
20182	205837004366	I.E. VEINTICUATRO DE DICIEMBRE	5837	TURBO	5	ANTIOQUIA	OFICIAL	11	A	MI	120	118	0,5903	0,5978	0,595	0,6717	0,5673	0,6101	D
20182	213140000365	I.E.T.A. EL YUCAL	13140	CALAMAR	13	BOLIVAR	OFICIAL	11	A	MI	97	89	0,5112	0,5581	0,4915	0,5561	0,5163	0,5282	D
20182	286865003677	I.E.T. COMERCIAL LA DORADA	86757	SAN MIGUEL	86	PUTUMAYO	OFICIAL	11	A	MI	203	194	0,6808	0,6706	0,6538	0,6961	0,6097	0,6703	B
20182	368077000299	COLEGIO MARIA MONTESSORI                                                                            	68077	BARBOSA	68	SANTANDER	NO OFICIAL	26	A	MI	106	87	0,5779	0,6043	0,5839	0,6234	0,5599	0,5945	D
20182	286219000139	I.E.R. ALBERTO LEON ROJAS	86219	COLÓN	86	PUTUMAYO	OFICIAL	11	A	MI	36	36	0,6562	0,6838	0,6453	0,6647	0,667	0,6628	C
20182	376001036670	CORP EDUCATIVA ANTONIO MACEO	76001	CALI	76	VALLE	NO OFICIAL	11	A	MI	54	51	0,7152	0,7423	0,7108	0,7682	0,7063	0,732	A
20182	147675000060	INSTITUCION EDUCATIVA DEPARTAMENTAL DE SALAMINA	47675	SALAMINA	47	MAGDALENA	OFICIAL	11	A	MI	269	256	0,5913	0,6239	0,5983	0,6513	0,6271	0,6171	D
20182	120228000642	INST. EDU. SAN ISIDRO	20228	CURUMANÍ	20	CESAR	OFICIAL	11	A	MI	229	219	0,6251	0,6521	0,615	0,6654	0,6125	0,6373	C
20182	176400000027	IE JUAN DE DIOS GIRON	76400	LA UNIÓN	76	VALLE	OFICIAL	11	A	MI	122	121	0,6319	0,6566	0,6404	0,6959	0,6259	0,6539	C
20182	270678000652	INST EDUC SANTIAGO APOSTOL	70678	SAN BENITO ABAD	70	SUCRE	OFICIAL	11	A	MI	129	127	0,5947	0,6372	0,6053	0,6608	0,6183	0,624	C
20182	252835000833	I.E. CHAJAL	52835	SAN ANDRÉS DE TUMACO	52	NARIÑO	OFICIAL	11	A	MI	63	54	0,4958	0,5435	0,4993	0,5587	0,5317	0,5249	D
20182	285001001340	IE GABRIELA MISTRAL	85001	YOPAL	85	CASANARE	OFICIAL	11	A	MI	39	37	0,6501	0,6816	0,6477	0,6696	0,6615	0,6622	C
20182	285001001340	IE GABRIELA MISTRAL	85001	YOPAL	85	CASANARE	OFICIAL	26	A	MI	44	37	0,5223	0,5815	0,5383	0,5771	0,5467	0,5542	D
20182	252356000535	INSTITUCION EDUCATIVA LA VICTORIA	52356	IPIALES	52	NARIÑO	OFICIAL	11	A	MI	126	123	0,6754	0,699	0,6552	0,6849	0,6557	0,6769	B
20182	323001001896	INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT	23001	MONTERÍA	23	CORDOBA	NO OFICIAL	11	A	MI	496	488	0,7766	0,7834	0,7672	0,7885	0,7935	0,78	A+
20182	366001004730	INST PEDAG HARVARD	66001	PEREIRA	66	RISARALDA	NO OFICIAL	11	A	MI	47	45	0,7225	0,7284	0,7041	0,7329	0,7266	0,7223	A
20182	270771011575	I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO	70771	SUCRE	70	SUCRE	OFICIAL	11	A	MI	47	43	0,5663	0,6188	0,5614	0,6117	0,5583	0,5871	D
20182	252838001253	INSTITUCION EDUCATIVA AGROPECUARIA CUATRO ESQUINAS	52838	TÚQUERRES	52	NARIÑO	OFICIAL	11	A	MI	40	40	0,655	0,6594	0,6354	0,6568	0,6941	0,6549	C
20182	105001019194	INST EDUC EL PEDREGAL	5001	MEDELLÍN	5	ANTIOQUIA	OFICIAL	11	A	MI	180	171	0,6813	0,7009	0,6867	0,7233	0,6763	0,6964	B
20182	223675000114	INSTITUCION EDUCATIVA TREMENTINO	23675	SAN BERNARDO DEL VIENTO	23	CORDOBA	OFICIAL	11	A	MI	42	38	0,5752	0,6294	0,5788	0,6282	0,5792	0,6011	D
20182	205837005290	I.E. COMUNAL SAN JORGE LA PIÑA	5837	TURBO	5	ANTIOQUIA	OFICIAL	11	A	MI	156	153	0,5784	0,5914	0,5593	0,6318	0,5752	0,5891	D
20182	323580006675	COLEGIO BEATO JUAN XXIII	23580	PUERTO LIBERTADOR	23	CORDOBA	NO OFICIAL	11	A	MI	39	35	0,6393	0,651	0,6414	0,7029	0,6338	0,6567	C
